-2.4683,-0.74377
-2.5042,-0.66993
-2.4078,-0.7537
-2.274,-0.74297
-2.1149,-0.78459
-2.1058,-0.87693
-2.2775,-0.76694
-2.236,-0.8143
-2.1253,-0.5663
-2.1772,-0.60897
-2.0606,-0.58231
-2.0825,-0.68862
-1.9726,-0.6605
-2.1283,-0.78514
-2.1539,-0.66332
-2.0502,-0.64218
-1.9617,-0.68627
-2.0169,-0.62389
-2.054,-0.6302
-1.9667,-0.60548
-1.9705,-0.56465
-1.9628,-0.67399
-1.9976,-0.60716
-1.8589,-0.61639
-1.7216,-0.90034
-1.7296,-1.0049
-1.7715,-1.2337
-1.6281,-1.241
-1.5375,-1.2839
-1.4397,-1.4877
-1.5057,-1.4258
-1.5168,-1.4522
-1.5101,-1.5931
-1.5712,-1.6331
-1.5895,-1.5678
-1.7772,-1.4456
-1.6918,-1.4595
-1.6572,-1.3577
-1.7667,-1.2599
-1.6535,-1.2694
-1.7796,-1.2548
-1.6948,-1.1317
-1.531,-1.3126
-1.5387,-1.1491
-1.5516,-1.0343
-1.4054,-1.0419
-1.3532,-0.94295
-1.3238,-0.9552
-1.3462,-0.90982
-1.1141,-1.1658
-1.1305,-1.245
-1.1162,-1.2375
-1.2284,-1.1277
-1.2451,-1.1714
-1.1586,-1.1148
-1.4033,-1.0149
-1.5813,-0.93588
-1.5396,-1.0799
-1.4853,-0.97646
-1.5808,-1.124
-1.6464,-1.1472
-1.5242,-1.1734
-1.464,-1.235
-1.37,-1.2387
-1.3506,-1.0988
-1.4541,-1.2877
-1.4208,-1.4596
-1.4704,-1.4103
-1.4586,-1.3949
-1.2063,-1.2896
-1.0571,-1.4423
-1.0534,-1.6318
-1.0226,-1.6013
-1.1638,-1.5807
-1.1711,-1.6685
-1.0723,-1.5926
-1.1553,-1.5889
-1.2353,-1.6204
-1.3646,-1.6375
-1.4461,-1.5494
-1.333,-1.7531
-1.5058,-1.7823
-1.5023,-2.0103
-1.5965,-1.91
-1.5725,-1.954
-1.4952,-1.9898
-1.4911,-1.9459
-1.371,-2.0384
-1.3087,-2.028
-1.3829,-2.2304
-1.1326,-2.1582
-1.2132,-2.1843
-1.0439,-2.0663
-1.0843,-1.897
-1.1204,-2.0617
-1.014,-1.973
-1.0392,-1.8751
-1.0407,-1.7508
-0.95,-1.7456
-0.80944,-1.9132
-0.82004,-2.0246
-0.89764,-1.8368
-1.0266,-1.6231
-0.93193,-1.4324
-0.64577,-1.4211
-0.63709,-1.5816
-0.66254,-1.6834
-0.78722,-1.6169
-0.80851,-1.7275
-0.89542,-1.5352
-0.91022,-1.3822
-0.86755,-1.261
-0.85715,-1.3271
-0.89793,-1.3603
-0.74832,-1.2442
-0.81517,-1.2883
-0.79255,-1.2271
-0.78873,-1.0994
-0.70793,-1.1145
-0.7253,-1.056
-0.66065,-1.115
-0.73925,-1.1238
-0.76557,-1.005
-0.7304,-0.94967
-0.61383,-0.88058
-0.58435,-0.71166
-0.61997,-0.76648
-0.40438,-0.77826
-0.4432,-0.8607
-0.38502,-0.68442
-0.37159,-0.74148
-0.37132,-0.74634
-0.43863,-0.76108
-0.41807,-0.93583
-0.53682,-0.98156
-0.67383,-1.0034
-0.57997,-1.0566
-0.87279,-1.0345
-0.88514,-1.1326
-0.89917,-1.071
-1.0102,-1.0075
-0.90951,-1.1142
-0.84198,-1.0324
-1.0206,-0.98247
-0.95479,-0.84807
-0.84701,-0.78025
-0.79198,-0.69023
-0.86721,-0.71718
-0.91457,-0.70946
-0.83169,-0.59782
-0.64509,-0.6568
-0.55927,-0.61071
-0.69089,-0.64289
-0.87879,-0.74094
-0.89529,-0.8372
-1.1159,-0.94134
-1.1681,-1.0092
-1.1828,-1.0469
-1.17,-1.2177
-1.2676,-1.2733
-1.5365,-1.3105
-1.5302,-1.3505
-1.5198,-1.3887
-1.7217,-1.3728
-1.684,-1.3989
-1.6927,-1.3967
-1.8355,-1.3954
-1.9315,-1.3107
-2.0455,-1.2337
-1.939,-1.2771
-1.7277,-1.2897
-1.6008,-1.2715
-1.5653,-1.375
-1.5123,-1.3937
-1.5773,-1.3849
-1.5626,-1.454
-1.5328,-1.4339
-1.7135,-1.4842
-1.5521,-1.5037
-1.5014,-1.4227
-1.8369,-1.4515
-1.6681,-1.4429
-1.5242,-1.3161
-1.6577,-1.3146
-1.5528,-1.2457
-1.6712,-1.1367
-1.578,-1.177
-1.572,-1.2485
-1.6733,-1.2015
-1.46,-1.1445
-1.4048,-1.1558
-1.3528,-1.215
-1.4307,-1.2777
-1.5494,-1.1516
-1.571,-1.2297
-1.6588,-1.1107
-1.5042,-1.1339
-1.367,-1.2593
-1.2805,-1.0804
-1.2961,-0.82062
-1.3173,-0.83091
-1.1884,-0.75619
-1.277,-0.83472
-1.0335,-0.84313
-1.0735,-0.85486
-1.127,-0.6399
-1.1827,-0.60799
-1.1424,-0.57806
-0.98956,-0.54598
-0.92451,-0.59156
-1.0301,-0.70898
-1.0539,-0.70811
-1.0214,-0.52543
-1.14,-0.30567
-1.1542,-0.31283
-1.1551,-0.30097
-1.3227,-0.31996
-1.3875,-0.35347
-1.406,-0.28132
-1.3643,-0.23311
-1.3227,-0.14948
-1.3953,-0.082698
-1.3642,-0.12322
-1.3202,-0.22692
-1.4122,-0.15549
-1.4087,-0.062683
-1.4088,-0.048599
-1.4804,-0.062385
-1.5539,-0.1163
-1.4674,-0.14613
-1.3995,-0.048362
-1.4637,0.063906
-1.4465,0.047871
-1.6596,0.024996
-1.54,0.12295
-1.3198,0.019613
-1.5448,-0.038141
-1.5848,-0.064072
-1.6669,-0.018629
-1.5461,-0.057085
-1.3487,-0.054969
-1.2115,-0.088266
-1.2113,-0.13204
-1.2976,0.077835
-1.3061,-0.12792
-1.2608,-0.3205
-1.3106,-0.45708
-1.2313,-0.52109
-1.2811,-0.65283
-1.4955,-0.63933
-1.436,-0.52719
-1.4649,-0.52097
-1.4829,-0.49564
-1.3798,-0.439
-1.4238,-0.43088
-1.2936,-0.3533
-1.111,-0.41164
-1.0787,-0.30405
-1.1354,-0.45222
-1.3263,-0.47204
-1.3467,-0.40823
-1.302,-0.49982
-1.2681,-0.48591
-1.3771,-0.64149
-1.4225,-0.67287
-1.3134,-0.87821
-1.2337,-0.90451
-1.3121,-0.8894
-1.2654,-0.77445
-1.221,-0.83417
-1.2094,-0.77925
-1.0777,-0.85471
-0.91419,-0.90755
-0.99733,-0.90021
-1.0437,-0.74318
-0.9483,-0.81109
-1.0691,-0.72257
-0.91222,-0.92047
-1.1395,-0.83617
-1.1466,-0.76953
-1.1101,-0.77756
-1.0851,-0.79323
-1.0824,-0.74361
-1.0998,-0.82133
-1.2374,-0.8755
-1.373,-0.89837
-1.2891,-0.93775
-1.4348,-0.95583
-1.335,-1.0722
-1.5825,-0.97535
-1.5658,-0.88141
-1.6371,-0.83791
-1.2886,-0.8465
-1.3529,-0.60997
-1.5398,-0.63318
-1.6081,-0.55411
-1.7323,-0.68419
-1.7707,-0.72682
-1.6166,-0.61987
-1.5226,-0.34886
-1.5911,-0.23844
-1.5827,-0.32237
-1.5978,-0.32216
-1.7291,-0.50863
-1.5084,-0.49595
-1.6697,-0.44577
-1.6422,-0.49543
-1.521,-0.47431
-1.465,-0.59086
-1.5084,-0.48478
-1.2531,-0.46902
-1.3493,-0.44578
-1.2532,-0.40402
-1.2829,-0.45196
-1.3775,-0.39849
-1.4992,-0.46625
-1.5174,-0.43751
-1.4983,-0.39478
-1.4938,-0.38063
-1.5217,-0.30936
-1.4141,-0.29279
-1.4706,-0.35204
-1.4301,-0.38899
-1.3953,-0.36837
-1.5379,-0.38381
-1.481,-0.25076
-1.3867,-0.041067
-1.3932,-0.1521
-1.4236,-0.27569
-1.4442,-0.23105
-1.4775,-0.18941
-1.4327,-0.23763
-1.6218,-0.17808
-1.6276,-0.045796
-1.5544,-0.11206
-1.6803,0.12886
-1.5613,0.22221
-1.3812,0.40861
-1.5143,0.47084
-1.623,0.54668
-1.7437,0.44427
-1.7115,0.44169
-1.6495,0.4071
-1.5026,0.41561
-1.7477,0.46686
-1.6789,0.52781
-1.6787,0.63589
-1.5242,0.76983
-1.6337,0.77126
-1.6393,0.77153
-1.887,0.77178
-2.0007,0.7929
-2.1086,0.74855
-2.0407,0.68018
-2.0875,0.66897
-2.2338,0.71399
-2.3518,0.68436
-2.3066,0.56369
-2.1338,0.55711
-1.9904,0.61317
-1.8254,0.62973
-1.9022,0.62806
-1.7006,0.53047
-1.7874,0.44848
-1.777,0.45309
-1.7104,0.48496
-1.6026,0.42685
-1.6097,0.34179
-1.7211,0.075447
-1.7817,-0.18716
